epoch,accuracy,loss,val_accuracy,val_loss
0,0.7152500152587891,0.5712175965309143,0.7628499865531921,0.5069969892501831
1,0.7719100117683411,0.49338480830192566,0.7923499941825867,0.46334022283554077
2,0.7838500142097473,0.4680679738521576,0.8022000193595886,0.44302353262901306
3,0.7904499769210815,0.4545372724533081,0.8127999901771545,0.4263269901275635
4,0.7941300272941589,0.44493368268013,0.8172000050544739,0.41758647561073303
5,0.7989199757575989,0.4386841356754303,0.819599986076355,0.41075819730758667
