epoch,accuracy,loss,val_accuracy,val_loss
0,0.6989700198173523,0.5870069265365601,0.7509999871253967,0.5228976607322693
1,0.7484099864959717,0.5212761163711548,0.772350013256073,0.4878232777118683
2,0.7606800198554993,0.4988037049770355,0.7835000157356262,0.46879374980926514
3,0.7671300172805786,0.4873499870300293,0.786300003528595,0.46126440167427063
4,0.7720000147819519,0.4797613322734833,0.793749988079071,0.4501047432422638
5,0.7739800214767456,0.4760574698448181,0.7984499931335449,0.4455650746822357
6,0.7737799882888794,0.4751580059528351,0.8009499907493591,0.43969160318374634
7,0.7791699767112732,0.4682871401309967,0.7982000112533569,0.4381791651248932
