epoch,accuracy,loss,val_accuracy,val_loss
0,0.8540199995040894,0.3473329544067383,0.9200500249862671,0.1948072761297226
1,0.9224799871444702,0.1929032802581787,0.9497500061988831,0.12779422104358673
2,0.9449099898338318,0.13792668282985687,0.9646499752998352,0.09456189721822739
3,0.9577400088310242,0.10939892381429672,0.973800003528595,0.0692879930138588
4,0.9654499888420105,0.09104456752538681,0.9779999852180481,0.059350933879613876
5,0.971560001373291,0.0762656107544899,0.9804999828338623,0.05132404342293739
6,0.9735100269317627,0.07013561576604843,0.9843000173568726,0.04275194928050041
