epoch,accuracy,loss,val_accuracy,val_loss
0,0.7924299836158752,0.4670826494693756,0.8619999885559082,0.3168260157108307
1,0.8527699708938599,0.335453599691391,0.8965499997138977,0.25109297037124634
2,0.8846700191497803,0.2753857970237732,0.9165999889373779,0.20644399523735046
3,0.9014800190925598,0.23742839694023132,0.9294999837875366,0.18176819384098053
4,0.9142100214958191,0.2087688446044922,0.9396499991416931,0.15549276769161224
5,0.9240599870681763,0.18947216868400574,0.9441999793052673,0.14451010525226593
6,0.9314799904823303,0.1716800332069397,0.9519000053405762,0.12781766057014465
7,0.9377400279045105,0.1560727208852768,0.954200029373169,0.12151402235031128
8,0.9414499998092651,0.14891721308231354,0.9543499946594238,0.11527807265520096
